text,label,length
I can’t access my saved documents; the loading icon just spins endlessly.,technical,73
I’m having trouble connecting to the server; it keeps timing out.,technical,65
My chat window keeps crashing every time I click on a conversation.,technical,67
The app doesn’t seem to recognize my login details anymore.,technical,59
The link you sent me leads to a page that doesn’t exist!,technical,56
Can you tell me why my updates aren't reflecting on the app? It's frustrating!,technical,78
The app won’t load any of my saved files.,technical,41
I keep getting an error message when trying to save my progress.,technical,64
Why does the screen freeze every time I open settings?,technical,54
Can someone please fix the search function? It's not returning any results.,technical,75
I’m super frustrated because the notifications aren’t working at all!,technical,69
"The update made everything worst. Now, I can't even access my account.",technical,70
"Hey, the data sync feature is just stuck on 'loading'. What’s going on?",technical,71
"I tried to reset my password, but the site keeps saying there's an error.",technical,73
The app crashes every time I try to upload a photo. Super annoying!,technical,67
"I don’t know what happened, but my dashboard is completely blank.",technical,65
The filters on the report generation aren’t functioning as they should.,technical,71
Is anyone else having issues with the app running really slow today?,technical,68
"After the last update, I can’t get the chat feature to work properly.",technical,69
I’m seeing a weird glitch on the main page that wasn't there before.,technical,68
Can you please look into why the export function keeps failing?,technical,63
"Every time I try to use the app, it’s just freezing on me.",technical,58
I can’t find the button to submit my feedback. Is it missing?,technical,61
The application throws an error when I try to generate a report.,technical,64
I keep encountering a random crash when I navigate between tabs.,technical,64
The video playback feature is stuttering and unwatchable right now.,technical,67
I have a constant timeout error when accessing certain features.,technical,64
Why is the mobile app so slow? It used to work fine.,technical,52
"I just tried to connect it to my device, and nothing happens.",technical,61
I think the new version is causing bugs; it's way less stable than before.,technical,74
The notifications are delayed by hours. This is really inconvenient!,technical,68
The app keeps freezing when I try to load my profile.,technical,53
I keep getting a 404 error every time I try to access the reports page.,technical,71
"The search function isn't bringing up any results, what's going on?",technical,67
